"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49395","Test add new product","High Speed Suite","Mon Feb 09 17:13:47 UTC 2026","broken","Mon Feb 09 17:14:37 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","846","API: Verify User can get Address list ","High Speed Suite","Mon Feb 09 17:11:10 UTC 2026","passed","Mon Feb 09 17:11:11 UTC 2026","org.example.tests.api.AddressApiTest","Run on Chrome","org.example.tests.api.AddressApiTest","testGetAddressListSuccess"
"","7797","API: Verify create order successfully","High Speed Suite","Mon Feb 09 17:11:25 UTC 2026","passed","Mon Feb 09 17:11:33 UTC 2026","org.example.tests.api.OrderApiTest","Run on Chrome","org.example.tests.api.OrderApiTest","testCreateOrderSuccess"
"","1743","API: Verify Filter product by Price range","High Speed Suite","Mon Feb 09 17:11:17 UTC 2026","passed","Mon Feb 09 17:11:18 UTC 2026","org.example.tests.api.ProductApiTest","Run on Chrome","org.example.tests.api.ProductApiTest","testFilterProductByPriceRange"
"","14704","Verify User can add a product to the cart","High Speed Suite","Mon Feb 09 17:11:31 UTC 2026","passed","Mon Feb 09 17:11:46 UTC 2026","org.example.tests.ui.AddToCartTest","Run on Chrome","org.example.tests.ui.AddToCartTest","testAddProductToCart"
"","11432","Test Login Flow","High Speed Suite","Mon Feb 09 17:12:02 UTC 2026","passed","Mon Feb 09 17:12:14 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","7761","testLoginFlows","High Speed Suite","Mon Feb 09 17:14:07 UTC 2026","passed","Mon Feb 09 17:14:15 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","10888","Test Login Flow","High Speed Suite","Mon Feb 09 17:12:14 UTC 2026","passed","Mon Feb 09 17:12:25 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","7647","testLoginFlows","High Speed Suite","Mon Feb 09 17:13:59 UTC 2026","passed","Mon Feb 09 17:14:07 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","32926","DDT: Checkout with multiple data sets","High Speed Suite","Mon Feb 09 17:13:10 UTC 2026","broken","Mon Feb 09 17:13:43 UTC 2026","org.example.tests.ui.CheckoutTest","Run on Chrome","org.example.tests.ui.CheckoutTest","testCheckoutDataDriven"
"","23390","Test add new product","High Speed Suite","Mon Feb 09 17:14:37 UTC 2026","passed","Mon Feb 09 17:15:00 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","86573","DDT: Checkout with multiple data sets","High Speed Suite","Mon Feb 09 17:11:43 UTC 2026","failed","Mon Feb 09 17:13:10 UTC 2026","org.example.tests.ui.CheckoutTest","Run on Chrome","org.example.tests.ui.CheckoutTest","testCheckoutDataDriven"
"","5887","Verify User can update a shipping address (Flow: Create -> Get ID -> Update -> Verify)","High Speed Suite","Mon Feb 09 17:11:11 UTC 2026","passed","Mon Feb 09 17:11:17 UTC 2026","org.example.tests.api.AddressApiTest","Run on Chrome","org.example.tests.api.AddressApiTest","testUpdateShippingAddressSuccess"
"","8074","testLoginFlows","High Speed Suite","Mon Feb 09 17:13:44 UTC 2026","passed","Mon Feb 09 17:13:52 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","2807","API: Verify User can add new shipping address via API","High Speed Suite","Mon Feb 09 17:10:58 UTC 2026","passed","Mon Feb 09 17:11:01 UTC 2026","org.example.tests.api.AddressApiTest","Run on Chrome","org.example.tests.api.AddressApiTest","testAddShippingAddressSuccess"
"","6397","API: Test Delete Cart Item - Verify response when deleting non-existing ID","High Speed Suite","Mon Feb 09 17:11:10 UTC 2026","failed","Mon Feb 09 17:11:17 UTC 2026","org.example.tests.api.CartApiTest","Run on Chrome","org.example.tests.api.CartApiTest","testDeleteCartItem_NotFound"
"","7128","Verify login functionality using ENTER key","High Speed Suite","Mon Feb 09 17:14:36 UTC 2026","passed","Mon Feb 09 17:14:43 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginWithEnterKey"
"","31195","Test add new product","High Speed Suite","Mon Feb 09 17:13:16 UTC 2026","passed","Mon Feb 09 17:13:47 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","9471","Verify Search functionality","High Speed Suite","Mon Feb 09 17:11:33 UTC 2026","passed","Mon Feb 09 17:11:42 UTC 2026","org.example.tests.ui.SearchTest","Run on Chrome","org.example.tests.ui.SearchTest","testSearchProduct"
"","1192","Test Register User via API","High Speed Suite","Mon Feb 09 17:13:13 UTC 2026","failed","Mon Feb 09 17:13:14 UTC 2026","org.example.tests.api.AuthApiTest","Run on Chrome","org.example.tests.api.AuthApiTest","testRegisterSuccess"
"","1086","API: Verify Search product by keyword","High Speed Suite","Mon Feb 09 17:11:22 UTC 2026","passed","Mon Feb 09 17:11:23 UTC 2026","org.example.tests.api.ProductApiTest","Run on Chrome","org.example.tests.api.ProductApiTest","testSearchProductByKeyword"
"","3924","API: Test add to cart (Flow: Search Product -> Add to Cart -> Verify -> Clean)","High Speed Suite","Mon Feb 09 17:10:59 UTC 2026","passed","Mon Feb 09 17:11:03 UTC 2026","org.example.tests.api.CartApiTest","Run on Chrome","org.example.tests.api.CartApiTest","testAddToCart"
"","5944","testLoginFlows","High Speed Suite","Mon Feb 09 17:14:16 UTC 2026","passed","Mon Feb 09 17:14:22 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","15673","Verify Product details in Cart Page","High Speed Suite","Mon Feb 09 17:11:46 UTC 2026","passed","Mon Feb 09 17:12:02 UTC 2026","org.example.tests.ui.CartTest","Run on Chrome","org.example.tests.ui.CartTest","testProductAddToCart"
"","9362","Test Login Flow","High Speed Suite","Mon Feb 09 17:12:47 UTC 2026","passed","Mon Feb 09 17:12:56 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","16431","Login via API and open Web","High Speed Suite","Mon Feb 09 17:12:56 UTC 2026","passed","Mon Feb 09 17:13:13 UTC 2026","org.example.tests.hybrid.LoginViaApiTest","Run on Chrome","org.example.tests.hybrid.LoginViaApiTest","loginByAPIAndOpenWeb"
"","2717","API: Get Cart List: Verify Product Name, Price","High Speed Suite","Mon Feb 09 17:11:19 UTC 2026","passed","Mon Feb 09 17:11:22 UTC 2026","org.example.tests.api.CartApiTest","Run on Chrome","org.example.tests.api.CartApiTest","testGetCartList"
"","1963","API: Verify Product detail consistency","High Speed Suite","Mon Feb 09 17:11:20 UTC 2026","passed","Mon Feb 09 17:11:22 UTC 2026","org.example.tests.api.ProductApiTest","Run on Chrome","org.example.tests.api.ProductApiTest","testGetProductDetail"
"","7003","testLoginFlows","High Speed Suite","Mon Feb 09 17:13:52 UTC 2026","passed","Mon Feb 09 17:13:59 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","1134","API: Verify get all products and pagination","High Speed Suite","Mon Feb 09 17:11:18 UTC 2026","passed","Mon Feb 09 17:11:20 UTC 2026","org.example.tests.api.ProductApiTest","Run on Chrome","org.example.tests.api.ProductApiTest","testGetAllProduct"
"","5627","API: Verify User can delete all shipping address","High Speed Suite","Mon Feb 09 17:11:01 UTC 2026","passed","Mon Feb 09 17:11:06 UTC 2026","org.example.tests.api.AddressApiTest","Run on Chrome","org.example.tests.api.AddressApiTest","testDeleteAllShippingAddressSuccess"
"","1156","Test Login via API","High Speed Suite","Mon Feb 09 17:13:14 UTC 2026","passed","Mon Feb 09 17:13:15 UTC 2026","org.example.tests.api.AuthApiTest","Run on Chrome","org.example.tests.api.AuthApiTest","testLoginSuccess"
"","5553","API: Test change quantiy cart - Flow: Add Item -> Change Quantity -> Verify New Quantity","High Speed Suite","Mon Feb 09 17:11:04 UTC 2026","passed","Mon Feb 09 17:11:09 UTC 2026","org.example.tests.api.CartApiTest","Run on Chrome","org.example.tests.api.CartApiTest","testChangeCartQuantity"
"","3791","API: Verify User can delete shipping address via API (CRUD: Add -> Get -> Delete Address)","High Speed Suite","Mon Feb 09 17:11:06 UTC 2026","passed","Mon Feb 09 17:11:10 UTC 2026","org.example.tests.api.AddressApiTest","Run on Chrome","org.example.tests.api.AddressApiTest","testDeleteShippingAddressSuccess"
"","5451","Verify Forgot Password Link","High Speed Suite","Mon Feb 09 17:14:22 UTC 2026","passed","Mon Feb 09 17:14:27 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testForgotPasswordLink"
"","10368","Test Login Flow","High Speed Suite","Mon Feb 09 17:12:25 UTC 2026","passed","Mon Feb 09 17:12:36 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","7913","Verify login fail with invalid credentials","High Speed Suite","Mon Feb 09 17:14:28 UTC 2026","passed","Mon Feb 09 17:14:36 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFail"
"","10266","Test Login Flow","High Speed Suite","Mon Feb 09 17:12:36 UTC 2026","passed","Mon Feb 09 17:12:46 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
