"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1028","Test Login via API","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.AuthApiTest","Core API Tests","org.example.tests.api.AuthApiTest","testLoginSuccess"
"","7572","testLoginFlows","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","9535","Verify login functionality using ENTER key","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginWithEnterKey"
"","11249","Test Login Flow","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","1108","API: Verify get all products and pagination","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testGetAllProduct"
"","2171","API: Verify Product detail consistency","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testGetProductDetail"
"","14609","Verify Product details in Cart Page","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.CartTest","Run on Chrome","org.example.tests.ui.CartTest","testProductAddToCart"
"","6320","testLoginFlows","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","7709","testLoginFlows","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","6840","API: Verify create order successfully","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.OrderApiTest","Core API Tests","org.example.tests.api.OrderApiTest","testCreateOrderSuccess"
"","13913","Test Login Flow","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","47890","Test add new product","UI Regression Suite","2026-07-12","broken","2026-07-12","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","17845","testLoginFlows","UI Regression Suite","2026-07-12","failed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","10280","Test Login Flow","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","10924","Test Login Flow","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","4724","Verify User can update a shipping address (Flow: Create -> Get ID -> Update -> Verify)","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testUpdateShippingAddressSuccess"
"","9505","testLoginFlows","UI Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","5758","API: Test change quantiy cart - Flow: Add Item -> Change Quantity -> Verify New Quantity","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testChangeCartQuantity"
"","2897","API: Verify User can add new shipping address via API","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testAddShippingAddressSuccess"
"","942","API: Verify User can get Address list ","API Regression Suite","2026-07-12","passed","2026-07-12","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testGetAddressListSuccess"
"","47471","Test add new product","UI Regression Suite","2026-07-12","broken","2026-07-12","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","1466","Test Register User via API","API Regression Suite","2026-07-12","failed","2026-07-12","org.example.tests.api.AuthApiTest","Core API Tests","org.example.tests.api.AuthApiTest","testRegisterSuccess"
