"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6301","testLoginFlows","High Speed Suite","Wed Jan 28 12:43:41 UTC 2026","passed","Wed Jan 28 12:43:47 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFlows"
"","50468","Test add new product","High Speed Suite","Wed Jan 28 12:43:09 UTC 2026","broken","Wed Jan 28 12:44:00 UTC 2026","org.example.tests.AddProductTest","Run on Chrome","org.example.tests.AddProductTest","testCreateProduct"
"","11268","Verify User can add a product to the cart","High Speed Suite","Wed Jan 28 12:42:23 UTC 2026","passed","Wed Jan 28 12:42:34 UTC 2026","org.example.tests.AddToCartTest","Run on Chrome","org.example.tests.AddToCartTest","testAddProductToCart"
"","7053","testLoginFlows","High Speed Suite","Wed Jan 28 12:43:33 UTC 2026","passed","Wed Jan 28 12:43:40 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFlows"
"","9151","Test Login Flow","High Speed Suite","Wed Jan 28 12:42:56 UTC 2026","passed","Wed Jan 28 12:43:05 UTC 2026","org.example.tests.RegistrationTest","Run on Chrome","org.example.tests.RegistrationTest","testRegisterFlow"
"","5523","testLoginFlows","High Speed Suite","Wed Jan 28 12:43:54 UTC 2026","passed","Wed Jan 28 12:43:59 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFlows"
"","22746","Test add new product","High Speed Suite","Wed Jan 28 12:44:00 UTC 2026","passed","Wed Jan 28 12:44:23 UTC 2026","org.example.tests.AddProductTest","Run on Chrome","org.example.tests.AddProductTest","testCreateProduct"
"","7275","Verify login fail with invalid credentials","High Speed Suite","Wed Jan 28 12:44:05 UTC 2026","passed","Wed Jan 28 12:44:12 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFail"
"","8073","Verify Search functionality","High Speed Suite","Wed Jan 28 12:42:23 UTC 2026","passed","Wed Jan 28 12:42:31 UTC 2026","org.example.tests.SearchTest","Run on Chrome","org.example.tests.SearchTest","testSearchProduct"
"","10220","Test Login Flow","High Speed Suite","Wed Jan 28 12:42:35 UTC 2026","passed","Wed Jan 28 12:42:45 UTC 2026","org.example.tests.RegistrationTest","Run on Chrome","org.example.tests.RegistrationTest","testRegisterFlow"
"","4942","Verify Forgot Password Link","High Speed Suite","Wed Jan 28 12:43:59 UTC 2026","passed","Wed Jan 28 12:44:04 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testForgotPasswordLink"
"","1","DDT: Checkout with multiple data sets","High Speed Suite","Wed Jan 28 12:42:10 UTC 2026","unknown","Wed Jan 28 12:42:10 UTC 2026","org.example.tests.CheckoutTest","Run on Chrome","org.example.tests.CheckoutTest","testCheckoutDataDriven"
"","10219","Test Login Flow","High Speed Suite","Wed Jan 28 12:43:06 UTC 2026","passed","Wed Jan 28 12:43:16 UTC 2026","org.example.tests.RegistrationTest","Run on Chrome","org.example.tests.RegistrationTest","testRegisterFlow"
"","8831","Test Login Flow","High Speed Suite","Wed Jan 28 12:43:16 UTC 2026","passed","Wed Jan 28 12:43:25 UTC 2026","org.example.tests.RegistrationTest","Run on Chrome","org.example.tests.RegistrationTest","testRegisterFlow"
"","11870","Verify Product details in Cart Page","High Speed Suite","Wed Jan 28 12:42:31 UTC 2026","passed","Wed Jan 28 12:42:43 UTC 2026","org.example.tests.CartTest","Run on Chrome","org.example.tests.CartTest","testProductAddToCart"
"","6063","testLoginFlows","High Speed Suite","Wed Jan 28 12:43:47 UTC 2026","passed","Wed Jan 28 12:43:53 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFlows"
"","25061","Test add new product","High Speed Suite","Wed Jan 28 12:42:44 UTC 2026","passed","Wed Jan 28 12:43:09 UTC 2026","org.example.tests.AddProductTest","Run on Chrome","org.example.tests.AddProductTest","testCreateProduct"
"","7453","testLoginFlows","High Speed Suite","Wed Jan 28 12:43:25 UTC 2026","passed","Wed Jan 28 12:43:33 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginFlows"
"","6574","Verify login functionality using ENTER key","High Speed Suite","Wed Jan 28 12:44:12 UTC 2026","passed","Wed Jan 28 12:44:19 UTC 2026","org.example.tests.LoginTest","Run on Chrome","org.example.tests.LoginTest","testLoginWithEnterKey"
"","10092","Test Login Flow","High Speed Suite","Wed Jan 28 12:42:46 UTC 2026","passed","Wed Jan 28 12:42:56 UTC 2026","org.example.tests.RegistrationTest","Run on Chrome","org.example.tests.RegistrationTest","testRegisterFlow"
