"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6839","Verify login fail with invalid credentials","UI Regression Suite","Sat May 16 02:54:05 UTC 2026","passed","Sat May 16 02:54:12 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFail"
"","3280","Verify User can update a shipping address (Flow: Create -> Get ID -> Update -> Verify)","API Regression Suite","Sat May 16 02:51:30 UTC 2026","passed","Sat May 16 02:51:33 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testUpdateShippingAddressSuccess"
"","10338","Test Login Flow","UI Regression Suite","Sat May 16 02:51:55 UTC 2026","passed","Sat May 16 02:52:05 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","58133","DDT: Checkout with multiple data sets","UI Regression Suite","Sat May 16 02:51:47 UTC 2026","passed","Sat May 16 02:52:45 UTC 2026","org.example.tests.ui.CheckoutTest","Run on Chrome","org.example.tests.ui.CheckoutTest","testCheckoutDataDriven"
"","16567","testLoginFlows","UI Regression Suite","Sat May 16 02:53:31 UTC 2026","failed","Sat May 16 02:53:48 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","2628","API: Verify User can delete all shipping address","API Regression Suite","Sat May 16 02:51:24 UTC 2026","passed","Sat May 16 02:51:26 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testDeleteAllShippingAddressSuccess"
"","10088","Verify User can add a product to the cart","UI Regression Suite","Sat May 16 02:52:58 UTC 2026","passed","Sat May 16 02:53:08 UTC 2026","org.example.tests.ui.AddToCartTest","Run on Chrome","org.example.tests.ui.AddToCartTest","testAddProductToCart"
"","8501","Test Login Flow","UI Regression Suite","Sat May 16 02:52:36 UTC 2026","passed","Sat May 16 02:52:44 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","12593","Verify Product details in Cart Page","UI Regression Suite","Sat May 16 02:52:45 UTC 2026","passed","Sat May 16 02:52:57 UTC 2026","org.example.tests.ui.CartTest","Run on Chrome","org.example.tests.ui.CartTest","testProductAddToCart"
"","4679","Verify Forgot Password Link","UI Regression Suite","Sat May 16 02:54:00 UTC 2026","passed","Sat May 16 02:54:05 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testForgotPasswordLink"
"","613","API: Verify User can get Address list ","API Regression Suite","Sat May 16 02:51:29 UTC 2026","passed","Sat May 16 02:51:30 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testGetAddressListSuccess"
"","9790","Test Login Flow","UI Regression Suite","Sat May 16 02:52:26 UTC 2026","passed","Sat May 16 02:52:35 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","6122","testLoginFlows","UI Regression Suite","Sat May 16 02:53:48 UTC 2026","passed","Sat May 16 02:53:54 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
