"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9011","Test Register User via API","API Regression Suite","Wed Apr 29 02:50:20 UTC 2026","failed","Wed Apr 29 02:50:29 UTC 2026","org.example.tests.api.AuthApiTest","Core API Tests","org.example.tests.api.AuthApiTest","testRegisterSuccess"
"","6547","testLoginFlows","UI Regression Suite","Wed Apr 29 02:53:41 UTC 2026","passed","Wed Apr 29 02:53:47 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","8471","testLoginFlows","UI Regression Suite","Wed Apr 29 02:53:08 UTC 2026","passed","Wed Apr 29 02:53:16 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","59606","DDT: Checkout with multiple data sets","UI Regression Suite","Wed Apr 29 02:51:36 UTC 2026","passed","Wed Apr 29 02:52:36 UTC 2026","org.example.tests.ui.CheckoutTest","Run on Chrome","org.example.tests.ui.CheckoutTest","testCheckoutDataDriven"
"","7785","Verify Search functionality","UI Regression Suite","Wed Apr 29 02:51:28 UTC 2026","passed","Wed Apr 29 02:51:36 UTC 2026","org.example.tests.ui.SearchTest","Run on Chrome","org.example.tests.ui.SearchTest","testSearchProduct"
"","5320","Verify Forgot Password Link","UI Regression Suite","Wed Apr 29 02:53:54 UTC 2026","passed","Wed Apr 29 02:53:59 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testForgotPasswordLink"
"","3525","Verify User can update a shipping address (Flow: Create -> Get ID -> Update -> Verify)","API Regression Suite","Wed Apr 29 02:51:09 UTC 2026","passed","Wed Apr 29 02:51:13 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testUpdateShippingAddressSuccess"
"","45127","Test add new product","UI Regression Suite","Wed Apr 29 02:54:28 UTC 2026","broken","Wed Apr 29 02:55:13 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","972","API: Verify Filter product by Price range","API Regression Suite","Wed Apr 29 02:50:30 UTC 2026","passed","Wed Apr 29 02:50:31 UTC 2026","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testFilterProductByPriceRange"
"","4407","API: Test change quantiy cart - Flow: Add Item -> Change Quantity -> Verify New Quantity","API Regression Suite","Wed Apr 29 02:50:46 UTC 2026","passed","Wed Apr 29 02:50:51 UTC 2026","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testChangeCartQuantity"
"","45338","Test add new product","UI Regression Suite","Wed Apr 29 02:52:56 UTC 2026","broken","Wed Apr 29 02:53:42 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","10728","Test Login Flow","UI Regression Suite","Wed Apr 29 02:51:39 UTC 2026","passed","Wed Apr 29 02:51:50 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","11094","Test Login Flow","UI Regression Suite","Wed Apr 29 02:51:50 UTC 2026","passed","Wed Apr 29 02:52:02 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","937","API: Verify Search product by keyword","API Regression Suite","Wed Apr 29 02:50:34 UTC 2026","failed","Wed Apr 29 02:50:34 UTC 2026","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testSearchProductByKeyword"
"","2955","API: Test add to cart (Flow: Search Product -> Add to Cart -> Verify -> Clean)","API Regression Suite","Wed Apr 29 02:50:43 UTC 2026","passed","Wed Apr 29 02:50:46 UTC 2026","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testAddToCart"
"","13555","Verify Product details in Cart Page","UI Regression Suite","Wed Apr 29 02:52:23 UTC 2026","passed","Wed Apr 29 02:52:36 UTC 2026","org.example.tests.ui.CartTest","Run on Chrome","org.example.tests.ui.CartTest","testProductAddToCart"
"","8991","Verify login functionality using ENTER key","UI Regression Suite","Wed Apr 29 02:54:07 UTC 2026","passed","Wed Apr 29 02:54:16 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginWithEnterKey"
"","2995","API: Verify User can delete all shipping address","API Regression Suite","Wed Apr 29 02:51:03 UTC 2026","passed","Wed Apr 29 02:51:06 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testDeleteAllShippingAddressSuccess"
"","6923","Verify login fail with invalid credentials","UI Regression Suite","Wed Apr 29 02:53:59 UTC 2026","passed","Wed Apr 29 02:54:06 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFail"
"","5273","API: Verify create order successfully","API Regression Suite","Wed Apr 29 02:50:36 UTC 2026","passed","Wed Apr 29 02:50:41 UTC 2026","org.example.tests.api.OrderApiTest","Core API Tests","org.example.tests.api.OrderApiTest","testCreateOrderSuccess"
"","861","API: Verify get all products and pagination","API Regression Suite","Wed Apr 29 02:50:31 UTC 2026","passed","Wed Apr 29 02:50:32 UTC 2026","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testGetAllProduct"
"","10978","Test Login Flow","UI Regression Suite","Wed Apr 29 02:51:28 UTC 2026","passed","Wed Apr 29 02:51:39 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","858","Test Login via API","API Regression Suite","Wed Apr 29 02:50:29 UTC 2026","passed","Wed Apr 29 02:50:30 UTC 2026","org.example.tests.api.AuthApiTest","Core API Tests","org.example.tests.api.AuthApiTest","testLoginSuccess"
"","1676","API: Verify Product detail consistency","API Regression Suite","Wed Apr 29 02:50:32 UTC 2026","passed","Wed Apr 29 02:50:34 UTC 2026","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testGetProductDetail"
"","45844","Test add new product","UI Regression Suite","Wed Apr 29 02:53:42 UTC 2026","broken","Wed Apr 29 02:54:28 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","5588","testLoginFlows","UI Regression Suite","Wed Apr 29 02:53:48 UTC 2026","passed","Wed Apr 29 02:53:53 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","16726","testLoginFlows","UI Regression Suite","Wed Apr 29 02:53:24 UTC 2026","failed","Wed Apr 29 02:53:40 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","3731","API: Test Delete Cart Item - Verify response when deleting non-existing ID","API Regression Suite","Wed Apr 29 02:50:52 UTC 2026","failed","Wed Apr 29 02:50:55 UTC 2026","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testDeleteCartItem_NotFound"
"","722","API: Verify User can get Address list ","API Regression Suite","Wed Apr 29 02:51:08 UTC 2026","passed","Wed Apr 29 02:51:09 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testGetAddressListSuccess"
"","2891","API: Get Cart List: Verify Product Name, Price","API Regression Suite","Wed Apr 29 02:50:57 UTC 2026","passed","Wed Apr 29 02:51:00 UTC 2026","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testGetCartList"
"","2885","API: Verify User can delete shipping address via API (CRUD: Add -> Get -> Delete Address)","API Regression Suite","Wed Apr 29 02:51:06 UTC 2026","passed","Wed Apr 29 02:51:08 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testDeleteShippingAddressSuccess"
"","2187","API: Verify User can add new shipping address via API","API Regression Suite","Wed Apr 29 02:51:00 UTC 2026","passed","Wed Apr 29 02:51:03 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testAddShippingAddressSuccess"
"","9650","Test Login Flow","UI Regression Suite","Wed Apr 29 02:52:13 UTC 2026","passed","Wed Apr 29 02:52:22 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
