"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10066","testLoginFlows","UI Regression Suite","Mon Feb 23 02:11:21 UTC 2026","passed","Mon Feb 23 02:11:31 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","6018","API: Test Delete Cart Item - Verify response when deleting non-existing ID","API Regression Suite","Mon Feb 23 02:08:08 UTC 2026","failed","Mon Feb 23 02:08:14 UTC 2026","org.example.tests.api.CartApiTest","Core API Tests","org.example.tests.api.CartApiTest","testDeleteCartItem_NotFound"
"","19003","Verify Product details in Cart Page","UI Regression Suite","Mon Feb 23 02:09:37 UTC 2026","passed","Mon Feb 23 02:09:56 UTC 2026","org.example.tests.ui.CartTest","Run on Chrome","org.example.tests.ui.CartTest","testProductAddToCart"
"","8583","testLoginFlows","UI Regression Suite","Mon Feb 23 02:11:31 UTC 2026","passed","Mon Feb 23 02:11:40 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","13883","Test Login Flow","UI Regression Suite","Mon Feb 23 02:10:35 UTC 2026","passed","Mon Feb 23 02:10:49 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","13380","Test Login Flow","UI Regression Suite","Mon Feb 23 02:10:10 UTC 2026","passed","Mon Feb 23 02:10:23 UTC 2026","org.example.tests.ui.RegistrationTest","Run on Chrome","org.example.tests.ui.RegistrationTest","testRegisterFlow"
"","1060","API: Verify User can get Address list ","API Regression Suite","Mon Feb 23 02:08:36 UTC 2026","passed","Mon Feb 23 02:08:37 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testGetAddressListSuccess"
"","8203","Verify login fail with invalid credentials","UI Regression Suite","Mon Feb 23 02:12:09 UTC 2026","passed","Mon Feb 23 02:12:17 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFail"
"","1184","API: Verify Search product by keyword","API Regression Suite","Mon Feb 23 02:08:50 UTC 2026","passed","Mon Feb 23 02:08:51 UTC 2026","org.example.tests.api.ProductApiTest","Core API Tests","org.example.tests.api.ProductApiTest","testSearchProductByKeyword"
"","4925","API: Verify User can delete shipping address via API (CRUD: Add -> Get -> Delete Address)","API Regression Suite","Mon Feb 23 02:08:31 UTC 2026","passed","Mon Feb 23 02:08:36 UTC 2026","org.example.tests.api.AddressApiTest","Core API Tests","org.example.tests.api.AddressApiTest","testDeleteShippingAddressSuccess"
"","52537","Test add new product","UI Regression Suite","Mon Feb 23 02:11:31 UTC 2026","broken","Mon Feb 23 02:12:24 UTC 2026","org.example.tests.ui.AddProductTest","Run on Chrome","org.example.tests.ui.AddProductTest","testCreateProduct"
"","6071","testLoginFlows","UI Regression Suite","Mon Feb 23 02:11:56 UTC 2026","passed","Mon Feb 23 02:12:02 UTC 2026","org.example.tests.ui.LoginTest","Run on Chrome","org.example.tests.ui.LoginTest","testLoginFlows"
"","1594","Test Login via API","API Regression Suite","Mon Feb 23 02:08:43 UTC 2026","passed","Mon Feb 23 02:08:45 UTC 2026","org.example.tests.api.AuthApiTest","Core API Tests","org.example.tests.api.AuthApiTest","testLoginSuccess"
